0,0,186.636,112,103.463,7.2661,1.27122,10.583,3.83343,2.77,5.48,0.99,2,2.5,3,0.9,0
0,1,128.03,75,69.2984,4.46692,1.23472,8.66025,3.55748,3.18,0.88,1.37,2,2.5,3,0.9,0
0,2,113.104,72,64.9586,6.10283,0.93855,8.48528,5.20358,4.8,7.85,1.59,2,2.5,3,0.9,0
0,3,122.141,79,73.8804,4.34474,0.774876,8.88819,3.27026,3.73,14.88,1.03,2,2.5,3,0.9,0
0,4,196.031,131,122.569,7.14745,1.28319,11.4455,3.13437,0.81,12.36,1.04,2,2.5,3,0.9,0
0,5,77.5077,65,60.1451,4.43693,0.417994,8.06226,3.94569,1.22,15.64,0.74,2,2.5,3,0.9,0
1,0,135.921,83,76.0855,5.45376,1.46073,9.11043,3.92181,3.48,2.94,2.04,2,2.5,3,0.9,0
1,1,138.535,85,78.4855,5.12744,1.38705,9.21954,3.60484,1.83,3.54,2.43,2,2.5,3,0.9,0
1,2,103.665,72,64.7269,6.18109,1.09203,8.48528,5.29196,11.2,0.64,1.67,2,2.5,3,0.9,0
1,3,98.7958,65,60.5932,3.62063,0.786123,8.06226,3.32728,2.98,21.16,1.3,2,2.5,3,0.9,0
1,4,186.184,135,125.941,7.46015,1.59911,11.619,3.18579,2.14,19.43,1.3,2,2.5,3,0.9,0
1,5,60.499,53,48.8328,3.6642,0.502977,7.28011,4.01822,0.77,15.6,1.13,2,2.5,3,0.9,0
2,0,154.26,101,94.4843,4.88612,1.62957,10.0499,2.83966,2.1,6.11,1.8,2,2.5,3,0.9,0
2,1,70.225,47,43.6141,2.08739,1.29852,6.85565,2.70204,6.22,6.11,2.88,2,2.5,3,0.9,0
2,2,100.298,68,62.5677,4.298,1.13433,8.24621,3.82147,2.9,1.16,1.72,2,2.5,3,0.9,0
2,3,72.2487,52,49.06,2.13255,0.807407,7.2111,2.44776,3.17,4.06,1.76,2,2.5,3,0.9,0
2,4,155.113,117,110.683,4.76019,1.55672,10.8167,2.32182,4.19,10.04,1.46,2,2.5,3,0.9,0
2,5,45.349,41,38.4266,2.08695,0.486435,6.40312,2.92604,4.6,13.22,1.27,2,2.5,3,0.9,0
3,0,160.701,98,89.312,6.21351,2.47451,9.89949,3.82453,2.86,4.72,2.84,2,2.5,3,0.9,0
3,1,130.1,84,77.2282,4.88938,1.88244,9.16515,3.50913,1.68,7.61,2.45,2,2.5,3,0.9,0
3,2,106.072,75,67.2172,6.21279,1.56996,8.66025,5.13447,1.71,7.26,2.41,2,2.5,3,0.9,0
3,3,74.3943,53,48.9739,2.84866,1.1774,7.28011,3.27447,2.71,12.67,2.35,2,2.5,3,0.9,0
3,4,167.166,132,122.669,7.03851,2.29246,11.4891,3.0945,3.69,13.22,1.73,2,2.5,3,0.9,0
3,5,64.9459,60,55.2319,4.00265,0.765446,7.74597,3.89027,0.36,9.12,1.35,2,2.5,3,0.9,0
4,0,130.6,65,57.8872,5.07194,2.04081,8.06226,4.82128,4.96,13.48,3.5,2,2.5,3,0.9,0
4,1,104.071,54,48.2772,3.86829,1.85447,7.34847,4.46586,2.36,15.16,3.53,2,2.5,3,0.9,0
4,2,88.7574,47,40.7678,4.79153,1.44063,6.85565,6.54403,7.44,9.38,1.4,2,2.5,3,0.9,0
4,3,68.2779,39,35.3812,2.57976,1.03903,6.245,4.10575,11.9,14.35,3.44,2,2.5,3,0.9,0
4,4,156.418,98,89.2317,6.43107,2.33723,9.89949,3.89284,1.82,7.13,2.59,2,2.5,3,0.9,0
4,5,51.5221,39,35.022,3.20193,0.776047,6.245,4.92412,3.26,4.73,2.3,2,2.5,3,0.9,0
5,0,144.115,77,70.1614,4.8045,2.03413,8.77496,3.77538,1.7,4.62,3.12,2,2.5,3,0.9,0
5,1,98.9117,57,51.8615,3.2651,1.87338,7.54983,3.53598,1.86,11.16,3.59,2,2.5,3,0.9,0
5,2,64.3133,41,36.222,3.34238,1.43567,6.40312,5.18076,12.13,13.36,3.82,2,2.5,3,0.9,0
5,3,62.2862,37,33.8767,1.9571,1.16622,6.08276,3.31884,3.39,9.77,3.61,2,2.5,3,0.9,0
5,4,150.057,100,92.1659,5.24751,2.58655,10,3.0944,3.93,7.52,3,2,2.5,3,0.9,0
5,5,47.6491,38,34.6407,2.49475,0.864535,6.16441,3.91675,4.12,5.79,2.51,2,2.5,3,0.9,0
6,0,125.806,66,61.4299,2.07753,2.49256,8.12404,2.00059,4.04,12.31,4.13,2,2.5,3,0.9,0
6,1,72.6776,38,34.5061,1.09812,2.39582,6.16441,2.21469,0.97,17.38,8.35,2,2.5,3,0.9,0
6,2,87.7824,47,43.4198,1.93293,1.64731,6.85565,2.59956,2.85,7.55,2.59,2,2.5,3,0.9,0
6,3,54.6815,30,27.8998,0.800531,1.29964,5.47723,1.95784,4.06,3.63,5.55,2,2.5,3,0.9,0
6,4,181.656,109,103.348,2.88553,2.7665,10.4403,1.56517,1.34,13.84,2.81,2,2.5,3,0.9,0
6,5,38.7493,29,27.0728,0.960478,0.966719,5.38516,2.15286,1.84,11.12,3.36,2,2.5,3,0.9,0
7,0,100.072,43,40.2292,0.944709,1.82608,6.55744,1.64117,0.82,2.85,3.93,2,2.5,3,0.9,0
7,1,48.1,24,21.8855,0.484066,1.63044,4.89898,2.11201,7.34,5.21,6.97,2,2.5,3,0.9,0
7,2,56.9977,28,25.9817,0.803716,1.21461,5.2915,2.09912,7.95,1.29,4.39,2,2.5,3,0.9,0
7,3,49.2263,25,23.5548,0.465611,0.979612,5,1.62802,4.47,4.95,4.01,2,2.5,3,0.9,0
7,4,120.373,66,62.8291,1.21947,1.95147,8.12404,1.21191,1.71,7.12,3.61,2,2.5,3,0.9,0
7,5,26.9874,18,16.9419,0.416091,0.641968,4.24264,1.83378,5,12.13,2.9,2,2.5,3,0.9,0
8,0,98.4611,30,27.4675,0.979639,1.5529,5.47723,2.34147,5.48,11.86,5.51,2,2.5,3,0.9,0
8,1,81.4996,29,26.8801,0.869374,1.25052,5.38516,2.0912,3.31,23.49,4.28,2,2.5,3,0.9,0
8,2,52.6826,22,19.8835,0.938604,1.17785,4.69042,3.03954,2.39,33.68,5.68,2,2.5,3,0.9,0
8,3,46.8071,21,19.6132,0.581323,0.805435,4.58258,2.03843,6.03,8.21,1.04,2,2.5,3,0.9,0
8,4,116.391,57,53.8095,1.56537,1.62513,7.54983,1.67647,2.21,7.11,2.87,2,2.5,3,0.9,0
8,5,30.5855,19,17.8035,0.652806,0.543696,4.3589,2.22012,2.4,9.05,0.43,2,2.5,3,0.9,0
